rho,	 i = 0,	 message = The integral is probably divergent, or slowly convergent.
rho,	 i = 1,	 message = The integral is probably divergent, or slowly convergent.
rho,	 i = 2,	 message = The integral is probably divergent, or slowly convergent.
rho,	 i = 3,	 message = The integral is probably divergent, or slowly convergent.
rho,	 i = 4,	 message = The integral is probably divergent, or slowly convergent.
rho,	 i = 5,	 message = The integral is probably divergent, or slowly convergent.
rho,	 i = 6,	 message = The integral is probably divergent, or slowly convergent.
rho,	 i = 7,	 message = The integral is probably divergent, or slowly convergent.
rho,	 i = 8,	 message = The integral is probably divergent, or slowly convergent.
rho,	 i = 20,	 message = The integral is probably divergent, or slowly convergent.
rho,	 i = 21,	 message = The integral is probably divergent, or slowly convergent.
rho,	 i = 22,	 message = The integral is probably divergent, or slowly convergent.
rho,	 i = 23,	 message = The integral is probably divergent, or slowly convergent.
rho,	 i = 24,	 message = The integral is probably divergent, or slowly convergent.
rho,	 i = 25,	 message = The integral is probably divergent, or slowly convergent.
rho,	 i = 26,	 message = The integral is probably divergent, or slowly convergent.
rho,	 i = 27,	 message = The integral is probably divergent, or slowly convergent.
rho,	 i = 28,	 message = The integral is probably divergent, or slowly convergent.
rho,	 i = 29,	 message = The integral is probably divergent, or slowly convergent.
rho,	 i = 30,	 message = The integral is probably divergent, or slowly convergent.
rho,	 i = 31,	 message = The integral is probably divergent, or slowly convergent.
rho,	 i = 32,	 message = The integral is probably divergent, or slowly convergent.
rho,	 i = 33,	 message = The integral is probably divergent, or slowly convergent.
rho,	 i = 34,	 message = The integral is probably divergent, or slowly convergent.
rho,	 i = 35,	 message = The integral is probably divergent, or slowly convergent.
rho,	 i = 36,	 message = The integral is probably divergent, or slowly convergent.
rho,	 i = 55,	 message = The integral is probably divergent, or slowly convergent.
rho,	 i = 56,	 message = The integral is probably divergent, or slowly convergent.
rho,	 i = 57,	 message = The integral is probably divergent, or slowly convergent.
rho,	 i = 58,	 message = The integral is probably divergent, or slowly convergent.
rho,	 i = 59,	 message = The integral is probably divergent, or slowly convergent.
rho,	 i = 60,	 message = The integral is probably divergent, or slowly convergent.
rho,	 i = 61,	 message = The integral is probably divergent, or slowly convergent.
rho,	 i = 62,	 message = The integral is probably divergent, or slowly convergent.
rho,	 i = 63,	 message = The integral is probably divergent, or slowly convergent.
rho,	 i = 64,	 message = The integral is probably divergent, or slowly convergent.
rho,	 i = 65,	 message = The integral is probably divergent, or slowly convergent.
rho,	 i = 66,	 message = The integral is probably divergent, or slowly convergent.
rho,	 i = 67,	 message = The integral is probably divergent, or slowly convergent.
rho,	 i = 68,	 message = The integral is probably divergent, or slowly convergent.
rho,	 i = 69,	 message = The integral is probably divergent, or slowly convergent.
rho,	 i = 70,	 message = The integral is probably divergent, or slowly convergent.
rho,	 i = 71,	 message = The integral is probably divergent, or slowly convergent.
rho,	 i = 72,	 message = The integral is probably divergent, or slowly convergent.
rho,	 i = 73,	 message = The integral is probably divergent, or slowly convergent.
rho,	 i = 74,	 message = The integral is probably divergent, or slowly convergent.
rho,	 i = 75,	 message = The integral is probably divergent, or slowly convergent.
rho,	 i = 76,	 message = The integral is probably divergent, or slowly convergent.
rho,	 i = 77,	 message = The integral is probably divergent, or slowly convergent.
rho,	 i = 78,	 message = The integral is probably divergent, or slowly convergent.
drhodr,	 i = 0,	 message = The integral is probably divergent, or slowly convergent.
